AGRUPAMENTO MODAL;GEOGRAFIA/ TIPO LOJA;LOCALIZAÇÃO/ LOJA;DIA DA PRODUÇÃO;HORÁRIO FINAL DE CORTE PARA PRODUÇÃO;DIA ENTREGA (REAL);FREQUÊNCIA DE ENTREGA;ROTA / DESTINO
RODO/COURIER;LOCAL - D3;094-OURINHOS B;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-OURINHOS B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS B;SEXTA-FEIRA;18;sábado;SEMANAL;094-OURINHOS B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS C;SEGUNDA-FEIRA;6;terça-feira;SEMANAL;094-OURINHOS C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS C;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-OURINHOS C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS C;SEXTA-FEIRA;18;sábado;SEMANAL;094-OURINHOS C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS D;SEGUNDA-FEIRA;6;terça-feira;SEMANAL;094-OURINHOS D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS D;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-OURINHOS D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS D;SEXTA-FEIRA;18;sábado;SEMANAL;094-OURINHOS D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS E;SEGUNDA-FEIRA;6;terça-feira;SEMANAL;094-OURINHOS E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS E;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-OURINHOS E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS E;SEXTA-FEIRA;18;sábado;SEMANAL;094-OURINHOS E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS F;SEGUNDA-FEIRA;6;terça-feira;SEMANAL;094-OURINHOS F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS F;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-OURINHOS F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS F;SEXTA-FEIRA;18;sábado;SEMANAL;094-OURINHOS F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS G;SEGUNDA-FEIRA;6;terça-feira;SEMANAL;094-OURINHOS G LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS G;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-OURINHOS G LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS G;SEXTA-FEIRA;18;sábado;SEMANAL;094-OURINHOS G LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS H;SEGUNDA-FEIRA;6;terça-feira;SEMANAL;094-OURINHOS H LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS H;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-OURINHOS H LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS H;SEXTA-FEIRA;18;sábado;SEMANAL;094-OURINHOS H LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS I;SEGUNDA-FEIRA;6;terça-feira;SEMANAL;094-OURINHOS I LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS I;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-OURINHOS I LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS I;SEXTA-FEIRA;18;sábado;SEMANAL;094-OURINHOS I LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS J;SEGUNDA-FEIRA;6;terça-feira;SEMANAL;094-OURINHOS J LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS J;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-OURINHOS J LOCAL - D3
RODO/COURIER;LOCAL - D3;094-OURINHOS J;SEXTA-FEIRA;18;sábado;SEMANAL;094-OURINHOS J LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PALOTINA;SEGUNDA-FEIRA;9;terça-feira;SEMANAL;094-PALOTINA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PALOTINA;QUARTA-FEIRA;9;quinta-feira;SEMANAL;094-PALOTINA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PALOTINA;SEXTA-FEIRA;9;sábado;SEMANAL;094-PALOTINA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARAGUACU PAULISTA A;SEGUNDA-FEIRA;18;terça-feira;SEMANAL;094-PARAGUACU PAULISTA A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARAGUACU PAULISTA A;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-PARAGUACU PAULISTA A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARAGUACU PAULISTA A;SEXTA-FEIRA;18;sábado;SEMANAL;094-PARAGUACU PAULISTA A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARAGUACU PAULISTA B;SEGUNDA-FEIRA;18;terça-feira;SEMANAL;094-PARAGUACU PAULISTA B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARAGUACU PAULISTA B;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-PARAGUACU PAULISTA B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARAGUACU PAULISTA B;SEXTA-FEIRA;18;sábado;SEMANAL;094-PARAGUACU PAULISTA B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARAGUACU PAULISTA C;SEGUNDA-FEIRA;18;terça-feira;SEMANAL;094-PARAGUACU PAULISTA C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARAGUACU PAULISTA C;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-PARAGUACU PAULISTA C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARAGUACU PAULISTA C;SEXTA-FEIRA;18;sábado;SEMANAL;094-PARAGUACU PAULISTA C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARAGUACU PAULISTA D;SEGUNDA-FEIRA;18;terça-feira;SEMANAL;094-PARAGUACU PAULISTA D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARAGUACU PAULISTA D;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-PARAGUACU PAULISTA D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARAGUACU PAULISTA D;SEXTA-FEIRA;18;sábado;SEMANAL;094-PARAGUACU PAULISTA D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAIBA;TERÇA-FEIRA;6;quarta-feira;SEMANAL;094-PARANAIBA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAIBA;QUINTA-FEIRA;6;sexta-feira;SEMANAL;094-PARANAIBA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAIBA;SÁBADO;0;segunda-feira;SEMANAL;094-PARANAIBA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI A;SEGUNDA-FEIRA;20;terça-feira;SEMANAL;094-PARANAVAI A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI A;QUARTA-FEIRA;20;quinta-feira;SEMANAL;094-PARANAVAI A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI A;SÁBADO;13;segunda-feira;SEMANAL;094-PARANAVAI A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI B;SEGUNDA-FEIRA;20;terça-feira;SEMANAL;094-PARANAVAI B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI B;QUARTA-FEIRA;20;quinta-feira;SEMANAL;094-PARANAVAI B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI B;SÁBADO;13;segunda-feira;SEMANAL;094-PARANAVAI B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI C;SEGUNDA-FEIRA;20;terça-feira;SEMANAL;094-PARANAVAI C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI C;QUARTA-FEIRA;20;quinta-feira;SEMANAL;094-PARANAVAI C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI C;SÁBADO;13;segunda-feira;SEMANAL;094-PARANAVAI C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI D;SEGUNDA-FEIRA;20;terça-feira;SEMANAL;094-PARANAVAI D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI D;QUARTA-FEIRA;20;quinta-feira;SEMANAL;094-PARANAVAI D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI D;SÁBADO;13;segunda-feira;SEMANAL;094-PARANAVAI D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI E;SEGUNDA-FEIRA;20;terça-feira;SEMANAL;094-PARANAVAI E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI E;QUARTA-FEIRA;20;quinta-feira;SEMANAL;094-PARANAVAI E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI E;SÁBADO;13;segunda-feira;SEMANAL;094-PARANAVAI E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI F;SEGUNDA-FEIRA;20;terça-feira;SEMANAL;094-PARANAVAI F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI F;QUARTA-FEIRA;20;quinta-feira;SEMANAL;094-PARANAVAI F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI F;SÁBADO;13;segunda-feira;SEMANAL;094-PARANAVAI F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI G;SEGUNDA-FEIRA;20;terça-feira;SEMANAL;094-PARANAVAI G LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI G;QUARTA-FEIRA;20;quinta-feira;SEMANAL;094-PARANAVAI G LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI G;SÁBADO;13;segunda-feira;SEMANAL;094-PARANAVAI G LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI H;SEGUNDA-FEIRA;20;terça-feira;SEMANAL;094-PARANAVAI H LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI H;QUARTA-FEIRA;20;quinta-feira;SEMANAL;094-PARANAVAI H LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI H;SÁBADO;13;segunda-feira;SEMANAL;094-PARANAVAI H LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI I;SEGUNDA-FEIRA;20;terça-feira;SEMANAL;094-PARANAVAI I LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI I;QUARTA-FEIRA;20;quinta-feira;SEMANAL;094-PARANAVAI I LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PARANAVAI I;SÁBADO;13;segunda-feira;SEMANAL;094-PARANAVAI I LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PITANGA;SEGUNDA-FEIRA;0;segunda-feira;SEMANAL;094-PITANGA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PITANGA;QUINTA-FEIRA;0;quinta-feira;SEMANAL;094-PITANGA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PORECATU;SEGUNDA-FEIRA;0;segunda-feira;SEMANAL;094-PORECATU LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PORECATU;QUINTA-FEIRA;0;quinta-feira;SEMANAL;094-PORECATU LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PRESIDENTE EPITACIO;TERÇA-FEIRA;17;quarta-feira;SEMANAL;094-PRESIDENTE EPITACIO LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PRESIDENTE EPITACIO;QUINTA-FEIRA;17;sexta-feira;SEMANAL;094-PRESIDENTE EPITACIO LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PRESIDENTE EPITACIO;SÁBADO;13;segunda-feira;SEMANAL;094-PRESIDENTE EPITACIO LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PRIMAVERA;SEGUNDA-FEIRA;0;terça-feira;SEMANAL;094-PRIMAVERA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PRIMAVERA;QUARTA-FEIRA;0;quinta-feira;SEMANAL;094-PRIMAVERA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-PRIMAVERA;SEXTA-FEIRA;0;sábado;SEMANAL;094-PRIMAVERA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-ROLANDIA;SEGUNDA-FEIRA;0;segunda-feira;SEMANAL;094-ROLANDIA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-ROLANDIA;QUINTA-FEIRA;0;quinta-feira;SEMANAL;094-ROLANDIA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO A;SEGUNDA-FEIRA;18;terça-feira;SEMANAL;094-SANTA CRUZ RIO PARDO A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO A;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-SANTA CRUZ RIO PARDO A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO A;SEXTA-FEIRA;18;sábado;SEMANAL;094-SANTA CRUZ RIO PARDO A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO B;SEGUNDA-FEIRA;18;terça-feira;SEMANAL;094-SANTA CRUZ RIO PARDO B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO B;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-SANTA CRUZ RIO PARDO B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO B;SEXTA-FEIRA;18;sábado;SEMANAL;094-SANTA CRUZ RIO PARDO B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO C;SEGUNDA-FEIRA;18;terça-feira;SEMANAL;094-SANTA CRUZ RIO PARDO C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO C;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-SANTA CRUZ RIO PARDO C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO C;SEXTA-FEIRA;18;sábado;SEMANAL;094-SANTA CRUZ RIO PARDO C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO D;SEGUNDA-FEIRA;18;terça-feira;SEMANAL;094-SANTA CRUZ RIO PARDO D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO D;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-SANTA CRUZ RIO PARDO D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO D;SEXTA-FEIRA;18;sábado;SEMANAL;094-SANTA CRUZ RIO PARDO D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO E;SEGUNDA-FEIRA;18;terça-feira;SEMANAL;094-SANTA CRUZ RIO PARDO E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO E;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-SANTA CRUZ RIO PARDO E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO E;SEXTA-FEIRA;18;sábado;SEMANAL;094-SANTA CRUZ RIO PARDO E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO F;SEGUNDA-FEIRA;18;terça-feira;SEMANAL;094-SANTA CRUZ RIO PARDO F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO F;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-SANTA CRUZ RIO PARDO F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO F;SEXTA-FEIRA;18;sábado;SEMANAL;094-SANTA CRUZ RIO PARDO F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO G;SEGUNDA-FEIRA;18;terça-feira;SEMANAL;094-SANTA CRUZ RIO PARDO G LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO G;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-SANTA CRUZ RIO PARDO G LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTA CRUZ RIO PARDO G;SEXTA-FEIRA;18;sábado;SEMANAL;094-SANTA CRUZ RIO PARDO G LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTO ANTONIO DA PLATINA;TERÇA-FEIRA;20;quarta-feira;SEMANAL;094-SANTO ANTONIO DA PLATINA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTO ANTONIO DA PLATINA;QUINTA-FEIRA;20;sexta-feira;SEMANAL;094-SANTO ANTONIO DA PLATINA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-SANTO ANTONIO DA PLATINA;SÁBADO;16;segunda-feira;SEMANAL;094-SANTO ANTONIO DA PLATINA LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TOLEDO A;SEGUNDA-FEIRA;12;terça-feira;SEMANAL;094-TOLEDO A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TOLEDO A;QUARTA-FEIRA;12;quinta-feira;SEMANAL;094-TOLEDO A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TOLEDO A;SEXTA-FEIRA;12;sábado;SEMANAL;094-TOLEDO A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TOLEDO B;SEGUNDA-FEIRA;12;terça-feira;SEMANAL;094-TOLEDO B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TOLEDO B;QUARTA-FEIRA;12;quinta-feira;SEMANAL;094-TOLEDO B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TOLEDO B;SEXTA-FEIRA;12;sábado;SEMANAL;094-TOLEDO B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TOLEDO C;SEGUNDA-FEIRA;12;terça-feira;SEMANAL;094-TOLEDO C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TOLEDO C;QUARTA-FEIRA;12;quinta-feira;SEMANAL;094-TOLEDO C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TOLEDO C;SEXTA-FEIRA;12;sábado;SEMANAL;094-TOLEDO C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TOLEDO D;SEGUNDA-FEIRA;12;terça-feira;SEMANAL;094-TOLEDO D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TOLEDO D;QUARTA-FEIRA;12;quinta-feira;SEMANAL;094-TOLEDO D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TOLEDO D;SEXTA-FEIRA;12;sábado;SEMANAL;094-TOLEDO D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS A;SEGUNDA-FEIRA;14;terça-feira;SEMANAL;094-TRES LAGOAS A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS A;TERÇA-FEIRA;14;quarta-feira;SEMANAL;094-TRES LAGOAS A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS A;QUINTA-FEIRA;14;sexta-feira;SEMANAL;094-TRES LAGOAS A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS A;SÁBADO;13;segunda-feira;SEMANAL;094-TRES LAGOAS A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS B;SEGUNDA-FEIRA;14;terça-feira;SEMANAL;094-TRES LAGOAS B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS B;TERÇA-FEIRA;14;quarta-feira;SEMANAL;094-TRES LAGOAS B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS B;QUINTA-FEIRA;14;sexta-feira;SEMANAL;094-TRES LAGOAS B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS B;SÁBADO;13;segunda-feira;SEMANAL;094-TRES LAGOAS B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS C;SEGUNDA-FEIRA;14;terça-feira;SEMANAL;094-TRES LAGOAS C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS C;TERÇA-FEIRA;14;quarta-feira;SEMANAL;094-TRES LAGOAS C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS C;QUINTA-FEIRA;14;sexta-feira;SEMANAL;094-TRES LAGOAS C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS C;SÁBADO;13;segunda-feira;SEMANAL;094-TRES LAGOAS C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS D;SEGUNDA-FEIRA;14;terça-feira;SEMANAL;094-TRES LAGOAS D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS D;TERÇA-FEIRA;14;quarta-feira;SEMANAL;094-TRES LAGOAS D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS D;QUINTA-FEIRA;14;sexta-feira;SEMANAL;094-TRES LAGOAS D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS D;SÁBADO;13;segunda-feira;SEMANAL;094-TRES LAGOAS D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS E;SEGUNDA-FEIRA;14;terça-feira;SEMANAL;094-TRES LAGOAS E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS E;TERÇA-FEIRA;14;quarta-feira;SEMANAL;094-TRES LAGOAS E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS E;QUINTA-FEIRA;14;sexta-feira;SEMANAL;094-TRES LAGOAS E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS E;SÁBADO;13;segunda-feira;SEMANAL;094-TRES LAGOAS E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS F;SEGUNDA-FEIRA;14;terça-feira;SEMANAL;094-TRES LAGOAS F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS F;TERÇA-FEIRA;14;quarta-feira;SEMANAL;094-TRES LAGOAS F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS F;QUINTA-FEIRA;14;sexta-feira;SEMANAL;094-TRES LAGOAS F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TRES LAGOAS F;SÁBADO;13;segunda-feira;SEMANAL;094-TRES LAGOAS F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TUPA A;SEGUNDA-FEIRA;18;quarta-feira;SEMANAL;094-TUPA A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TUPA A;QUARTA-FEIRA;18;quinta-feira;SEMANAL;094-TUPA A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-TUPA A;SEXTA-FEIRA;18;sábado;SEMANAL;094-TUPA A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA A;TERÇA-FEIRA;20;quarta-feira;SEMANAL;094-UMUARAMA A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA A;QUINTA-FEIRA;20;sexta-feira;SEMANAL;094-UMUARAMA A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA A;SÁBADO;13;segunda-feira;SEMANAL;094-UMUARAMA A LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA B;TERÇA-FEIRA;20;quarta-feira;SEMANAL;094-UMUARAMA B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA B;QUINTA-FEIRA;20;sexta-feira;SEMANAL;094-UMUARAMA B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA B;SÁBADO;13;segunda-feira;SEMANAL;094-UMUARAMA B LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA C;TERÇA-FEIRA;20;quarta-feira;SEMANAL;094-UMUARAMA C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA C;QUINTA-FEIRA;20;sexta-feira;SEMANAL;094-UMUARAMA C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA C;SÁBADO;13;segunda-feira;SEMANAL;094-UMUARAMA C LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA D;TERÇA-FEIRA;20;quarta-feira;SEMANAL;094-UMUARAMA D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA D;QUINTA-FEIRA;20;sexta-feira;SEMANAL;094-UMUARAMA D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA D;SÁBADO;13;segunda-feira;SEMANAL;094-UMUARAMA D LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA E;TERÇA-FEIRA;20;quarta-feira;SEMANAL;094-UMUARAMA E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA E;QUINTA-FEIRA;20;sexta-feira;SEMANAL;094-UMUARAMA E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA E;SÁBADO;13;segunda-feira;SEMANAL;094-UMUARAMA E LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA F;TERÇA-FEIRA;20;quarta-feira;SEMANAL;094-UMUARAMA F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA F;QUINTA-FEIRA;20;sexta-feira;SEMANAL;094-UMUARAMA F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA F;SÁBADO;13;segunda-feira;SEMANAL;094-UMUARAMA F LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA G;TERÇA-FEIRA;20;quarta-feira;SEMANAL;094-UMUARAMA G LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA G;QUINTA-FEIRA;20;sexta-feira;SEMANAL;094-UMUARAMA G LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA G;SÁBADO;13;segunda-feira;SEMANAL;094-UMUARAMA G LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA H;TERÇA-FEIRA;20;quarta-feira;SEMANAL;094-UMUARAMA H LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA H;QUINTA-FEIRA;20;sexta-feira;SEMANAL;094-UMUARAMA H LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA H;SÁBADO;13;segunda-feira;SEMANAL;094-UMUARAMA H LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA I;TERÇA-FEIRA;20;quarta-feira;SEMANAL;094-UMUARAMA I LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA I;QUINTA-FEIRA;20;sexta-feira;SEMANAL;094-UMUARAMA I LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA I;SÁBADO;13;segunda-feira;SEMANAL;094-UMUARAMA I LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA J;TERÇA-FEIRA;20;quarta-feira;SEMANAL;094-UMUARAMA J LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA J;QUINTA-FEIRA;20;sexta-feira;SEMANAL;094-UMUARAMA J LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA J;SÁBADO;13;segunda-feira;SEMANAL;094-UMUARAMA J LOCAL - D3
RODO/COURIER;LOCAL - D3;094-UMUARAMA K;TERÇA-FEIRA;20;quarta-feira;SEMANAL;094-UMUARAMA K LOCAL - D3
